Plant ID,Plant name (English),Owner,Country/Area,Region,Coordinates,Plant age (years),Parent,SOE Status,Subnational unit (province/state),Municipality,Coordinate accuracy,Main production equipment,GEM wiki page,Latitude,Longitude,start_year,workforce,sinter_ttpa,coking_ttpa,pelletizing_ttpa,ferronickel_ttpa,route,capacity_operating_ttpa,capacity_pipeline_ttpa,capacity_idle_ttpa,capacity_closed_ttpa,iron_capacity_operating_ttpa,capacity_operating_bof_ttpa,capacity_operating_eaf_ttpa,plant_status,capacity_statuses
P100000121202,Fuhai Indonesia steel plant,Fuhai Group New Energy Holding Co Ltd,Indonesia,Asia Pacific,"-1.5566360, 103.6793660",,Fuhai Group New Energy Holding Co Ltd [100.0%],N/A,Sumatra,Jambi,approximate,BOF,https://www.gem.wiki/Fuhai_Indonesia_steel_plant,-1.556636,103.679366,,,0.0,0.0,0.0,0.0,BF-BOF (coal-based),0.0,0.0,0.0,1750.0,,,,cancelled,cancelled
P100000120345,Fujian Dadonghai Industrial Group Co Ltd plant,Fujian Great Dong Hai Industrial Group Co Ltd,China,Asia Pacific,"25.7377770, 119.5922390",8.0,Fujian Great Dong Hai Industrial Group Co Ltd [100.0%],N/A,Fujian,Fuzhou,exact,BF; BOF,https://www.gem.wiki/Fujian_Dadonghai_Industrial_Group_Co_Ltd_plant,25.737777,119.592239,2018.0,6658.0,,,,,BF-BOF (coal-based),5128.0,0.0,0.0,1099.0,5230.0,5128.0,0.0,operating,operating; retired
P100000120314,Fujian Dingsheng Iron and Steel Co Ltd,Fujian Dingsheng Steel Co Ltd,China,Asia Pacific,"27.2244770, 120.3288280",8.0,Fujian Dingsheng Steel Co Ltd [100.0%],N/A,Fujian,Ningde,exact,EAF; BF; BOF,https://www.gem.wiki/Fujian_Dingsheng_Iron_and_Steel_Co_Ltd,27.224477,120.328828,2018.0,1077.0,,,,,EAF / IF (electric),1726.0,0.0,0.0,1726.0,0.0,0.0,1726.0,operating,operating; cancelled
P100000121065,Fujian Dingxin Industrial Co Ltd,Fujian Dingxin Industry Co Ltd,China,Asia Pacific,"26.7695000, 119.7385190",18.0,Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],N/A,Fujian,Ningde,exact,EAF,https://www.gem.wiki/Fujian_Dingxin_Industrial_Co_Ltd,26.7695,119.738519,2008.0,3070.0,0.0,0.0,0.0,300.0,EAF / IF (electric),600.0,0.0,0.0,0.0,0.0,0.0,600.0,operating,operating
P100000120416,Fujian Fuhua New Materials Group Co Ltd,Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd,China,Asia Pacific,"26.9615160, 119.6542720",27.0,Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],N/A,Fujian,Ningde,exact,EAF,https://www.gem.wiki/Fujian_Fuhua_New_Materials_Group_Co_Ltd,26.961516,119.654272,1999.0,417.0,0.0,0.0,0.0,0.0,EAF / IF (electric),500.0,825.0,0.0,0.0,0.0,0.0,500.0,operating pre-retirement,operating pre-retirement; construction
P100000121066,Fujian Fuxin Special Steel Co Ltd,Fujian Fuxin Special Steel Co Ltd,China,Asia Pacific,"24.4724390, 117.9488500",19.0,Tianlong Investment Co Ltd [58.3%]; Huayang Investment (Hong Kong) Ltd [41.6%],N/A,Fujian,Zhangzhou,exact,EAF,https://www.gem.wiki/Fujian_Fuxin_Special_Steel_Co_Ltd,24.472439,117.94885,2007.0,1413.0,0.0,0.0,0.0,0.0,EAF / IF (electric),720.0,0.0,0.0,0.0,0.0,0.0,720.0,operating,operating
P100001025567,Fujian Hengwang Shymkent steel plant,Fujian Hengwang Investment Co Ltd,Kazakhstan,Eurasia,"42.3375414, 69.7356008",,Fujian Hengwang Investment Co Ltd [100.0%],N/A,unknown,Shymkent,approximate,Steel other/unspecified,https://www.gem.wiki/Fujian_Hengwang_Shymkent_steel_plant,42.3375414,69.7356008,,1000.0,,,,,Other / unspecified,0.0,5000.0,0.0,0.0,,,,announced,announced
P100001064195,Fujian Hongfeng Industrial Group Co Ltd,Fujian Hongfeng Industrial Group Co Ltd,China,Asia Pacific,"26.868423, 117.776369",26.5,Fujian Hongfeng Industrial Group Co Ltd [100.0%],N/A,Fujian,Nanping,approximate,EAF,https://www.gem.wiki/Fujian_Hongfeng_Industrial_Group_Co_Ltd,26.868423,117.776369,1999.0,65.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,operating,operating
P100000120413,Fujian Longgang New Materials Co Ltd,Fujian Longgang New Materials Co Ltd,China,Asia Pacific,"25.3574080, 117.3620960",,Fujian Longgang New Materials Co Ltd [100.0%],N/A,Fujian,Longyan,exact,BF; BOF,https://www.gem.wiki/Fujian_Longgang_New_Materials_Co_Ltd,25.357408,117.362096,,896.0,,,,,BF-BOF (coal-based),1210.0,0.0,0.0,0.0,1203.0,1210.0,0.0,operating,operating
P100000120080,Fujian Luoyuan Minguang Iron and Steel Co Ltd,Fujian Luoyuan Minguang Iron & Steel Co Ltd,China,Asia Pacific,"26.4838150, 119.6710500",12.0,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],Partial,Fujian,Fuzhou,exact,BF; BOF,https://www.gem.wiki/Fujian_Luoyuan_Minguang_Iron_and_Steel_Co_Ltd,26.483815,119.67105,2014.0,2459.0,2230.0,,,,BF-BOF (coal-based),2650.0,0.0,0.0,1800.0,2330.0,2650.0,0.0,operating,operating; retired
P100000120392,Fujian Qingtuo New Material Co Ltd,Fujian Qingtuo New Material Co Ltd,China,Asia Pacific,"26.7793010, 119.7679350",3.0,Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],N/A,Fujian,Ningde,exact,EAF,https://www.gem.wiki/Fujian_Qingtuo_New_Material_Co_Ltd,26.779301,119.767935,2023.0,152.0,0.0,0.0,0.0,0.0,EAF / IF (electric),958.0,0.0,0.0,0.0,0.0,0.0,958.0,operating,operating
P100000120077,Fujian Quanzhou Minguang Iron and Steel Co Ltd,Fujian San'an Iron & Steel Co Ltd,China,Asia Pacific,"25.2443960, 118.0299050",25.0,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],Partial,Fujian,Quanzhou,exact,BF; BOF,https://www.gem.wiki/Fujian_Quanzhou_Minguang_Iron_and_Steel_Co_Ltd,25.244396,118.029905,2001.0,2716.0,,,,,BF-BOF (coal-based),2300.0,0.0,0.0,2550.0,2280.0,2300.0,0.0,operating,operating; retired
P100000120078,Fujian Sanbao Steel Co Ltd,Fujian Sanbao Steel Co Ltd,China,Asia Pacific,"24.6357690, 117.6036770",27.0,Sanbao Group Co Ltd [100.0%],N/A,Fujian,Zhangzhou,exact,BF; BOF; EAF,https://www.gem.wiki/Fujian_Sanbao_Steel_Co_Ltd,24.635769,117.603677,1999.0,4382.0,,,,,Mixed (BF-BOF + electric),6196.0,0.0,0.0,1760.0,2500.0,4620.0,1576.0,operating,operating; retired
P100000120081,Fujian Tsingtuo Nickel Industry Co Ltd,Fujian Tsingtuo Nickel Industry Co Ltd,China,Asia Pacific,"26.7689250, 119.7652030",15.0,Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],N/A,Fujian,Ningde,exact,BF; EAF,https://www.gem.wiki/Fujian_Tsingtuo_Nickel_Industry_Co_Ltd,26.768925,119.765203,2011.0,3912.0,,,,1000.0,Mixed (BF-BOF + electric),3000.0,0.0,0.0,0.0,3006.0,0.0,3000.0,operating,operating
P100000121064,Fujian Wuhang Stainless Steel Products Co Ltd,Fujian Wuhang Stainless Steel Products Co Ltd,China,Asia Pacific,"25.9592300, 119.4520180",33.0,Fujian Wugang Group Co Ltd [38.2%]; Fujian Kaihang Stainless Steel Products Co Ltd [36.8%]; Tianwei Co Ltd [25.0%],N/A,Fujian,Fuzhou,exact,EAF,https://www.gem.wiki/Fujian_Wuhang_Stainless_Steel_Products_Co_Ltd,25.95923,119.452018,1993.0,2600.0,0.0,0.0,0.0,0.0,EAF / IF (electric),2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,operating,operating
P100000120079,Fujian Yixin Steel Co Ltd,Fujian Yixin Steel & Iron Co Ltd,China,Asia Pacific,"26.4913080, 119.6362400",20.0,"natural person(s) [38.4%]; unknown [23.2%]; Thailand Huihua Industrial Co Ltd [20.7%]; Labor Union Committee of Xiaojiao Rolling Mill of Sanming Iron and Steel Works, Fujian Province [17.7%]",N/A,Fujian,Fuzhou,exact,BF; BOF,https://www.gem.wiki/Fujian_Yixin_Steel_Co_Ltd,26.491308,119.63624,2006.0,1229.0,,,,,BF-BOF (coal-based),1360.0,1150.0,0.0,0.0,1100.0,1360.0,0.0,operating pre-retirement,operating pre-retirement; construction
P100000120351,Fushun Hanking Direct Reduced Iron Co Ltd,Fushun HANWANG Direct Reduced Iron Co Ltd,China,Asia Pacific,"41.6709980, 123.8514300",23.5,Tuchuan Capital Co Ltd [99.0%]; unknown [1.0%],N/A,Liaoning,Shiwen,exact,BF,https://www.gem.wiki/Fushun_Hanking_Direct_Reduced_Iron_Co_Ltd,41.670998,123.85143,2002.0,646.0,,,,,BF-BOF (coal-based),0.0,0.0,0.0,0.0,799.0,0.0,0.0,operating,operating
P100000120226,Fushun New Steel Co Ltd,Fushun New Steel Corp Ltd,China,Asia Pacific,"41.8412230, 123.7538950",20.36,Beijing Jianlong Investment Co Ltd [63.2%]; Fushun State-Owned Assets Management Co Ltd [29.3%]; unknown [7.5%],Partial,Liaoning,unknown,exact,BOF; BF; Iron other/unspecified,https://www.gem.wiki/Fushun_New_Steel_Co_Ltd,41.841223,123.753895,2005.0,5435.0,,,,,BF-BOF (coal-based),2700.0,0.0,0.0,2850.0,3151.0,2700.0,0.0,operating,operating; operating pre-retirement; construction; retired; cancelled
P100000120228,Fushun Special Steel Co Ltd,Fushun Special Steel Co Ltd,China,Asia Pacific,"41.8387740, 123.8065860",89.0,Fushun Special Steel Co Ltd [100.0%],N/A,Liaoning,unknown,exact,EAF,https://www.gem.wiki/Fushun_Special_Steel_Co_Ltd,41.838774,123.806586,1937.0,6342.0,0.0,0.0,0.0,0.0,EAF / IF (electric),999.0,0.0,0.0,0.0,0.0,0.0,999.0,operating,operating
P100000120358,Fuzhou Wuhang Steel Products Co Ltd,Fuzhou Wuhang Steel Products Co Ltd,China,Asia Pacific,"25.9951010, 119.4957250",5.0,natural person(s) [66.2%]; Fujian Wugang Group Co Ltd [33.8%],N/A,Fujian,Fuzhou,exact,EAF,https://www.gem.wiki/Fuzhou_Wuhang_Steel_Products_Co_Ltd,25.995101,119.495725,2021.0,323.0,0.0,0.0,0.0,0.0,EAF / IF (electric),2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,operating,operating
P100001045317,Gallantt Ispat Gorakhpur steel plant,Gallantt Ispat Ltd,India,Asia Pacific,"26.7570090, 83.1990860",32.0,Gallantt Ispat Ltd [100.0%],N/A,Uttar Pradesh,Gorakhpur Industrial Development Authority,exact,DRI; IF,https://www.gem.wiki/Gallantt_Ispat_Gorakhpur_steel_plant,26.757009,83.199086,1994.0,,,0.0,792.0,0.0,DRI-EAF,528.0,272.0,0.0,0.0,545.0,0.0,0.0,operating,operating; announced
P100000120082,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,China,Asia Pacific,"39.8121210, 98.2955550",27.0,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd [100.0%],N/A,Gansu,Jiayuguan,exact,BF; BOF; EAF,https://www.gem.wiki/Gansu_Jiu_Steel_Group_Hongxing_Iron_and_Steel_Co_Ltd,39.812121,98.295555,1999.0,16221.0,9500.0,,,,Mixed (BF-BOF + electric),7650.0,0.0,0.0,2945.0,5560.0,6450.0,1200.0,operating,operating; retired
P100001045310,Georgsmarienhütte Osnabrück steel plant,Georgsmarienhuette GmbH,Germany,Europe,"52.2122334, 8.0420724",170.0,Georgsmarienhütte Holding GmbH [100.0%],N/A,Lower Saxony,Georgsmarienhütte,exact,EAF,https://www.gem.wiki/Georgsmarienhütte_Osnabrück_steel_plant,52.2122334,8.0420724,1856.0,1228.0,0.0,0.0,0.0,0.0,EAF / IF (electric),650.0,0.0,0.0,0.0,0.0,0.0,650.0,operating,operating
P100000120033,Gerdau Açominas Ouro Branco steel plant,Gerdau Acominas SA,Brazil,Central & South America,"-20.5435070, -43.7529500",40.0,Gerdau SA [100.0%],N/A,Minas Gerais,Ouro Branco,exact,BF; BOF,https://www.gem.wiki/Gerdau_Açominas_Ouro_Branco_steel_plant,-20.543507,-43.75295,1986.0,8500.0,5462.0,2905.0,,,BF-BOF (coal-based),3600.0,0.0,0.0,0.0,4348.0,3600.0,0.0,operating,operating
P100000120980,Gerdau Cartersville steel plant,Gerdau Ameristeel Corp,United States,North America,"34.2412260, -84.7995390",30.0,Gerdau SA [98.2%],N/A,Georgia,Cartersville,exact,EAF,https://www.gem.wiki/Gerdau_Cartersville_steel_plant,34.241226,-84.799539,1996.0,764.0,0.0,0.0,0.0,0.0,EAF / IF (electric),908.0,0.0,0.0,0.0,0.0,0.0,908.0,operating,operating
P100000120727,Gerdau Corsa Ciudad Sahagún steel plant,Gerdau Corsa SAPI de CV,Mexico,North America,"19.7533260, -98.5964830",11.0,Gerdau SA [73.6%]; Grupo Córdova [25.0%],N/A,Hidalgo,Ciudad Sahagún,exact,EAF,https://www.gem.wiki/Gerdau_Corsa_Ciudad_Sahagún_steel_plant,19.753326,-98.596483,2015.0,1545.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,operating,operating
P100000120735,Gerdau Corsa Tultitlán steel plant,Gerdau Corsa SAPI de CV,Mexico,North America,"19.6303550, -99.1803150",42.0,Gerdau SA [73.6%]; Grupo Córdova [25.0%],N/A,State of México,Tultitlán,exact,EAF,https://www.gem.wiki/Gerdau_Corsa_Tultitlán_steel_plant,19.630355,-99.180315,1984.0,548.0,0.0,0.0,0.0,0.0,EAF / IF (electric),500.0,0.0,0.0,0.0,0.0,0.0,500.0,operating,operating
P100000120042,Gerdau Cosigua Santa Cruz steel plant,Gerdau Acos Longos SA,Brazil,Central & South America,"-22.9024200, -43.7493190",55.0,Gerdau SA [99.8%],N/A,Rio de Janeiro,Santa Cruz,exact,EAF,https://www.gem.wiki/Gerdau_Cosigua_Santa_Cruz_steel_plant,-22.90242,-43.749319,1971.0,1500.0,0.0,0.0,0.0,0.0,EAF / IF (electric),936.0,0.0,0.0,0.0,0.0,0.0,936.0,operating,operating
P100000120047,Gerdau Divinópolis steel plant,Gerdau Acos Longos SA,Brazil,Central & South America,"-20.1539310, -44.8789950",73.0,Gerdau SA [99.8%],N/A,Minas Gerais,Divinópolis,exact,BF; BOF,https://www.gem.wiki/Gerdau_Divinópolis_steel_plant,-20.153931,-44.878995,1953.0,920.0,0.0,0.0,,,BF-BOF (coal-based),600.0,0.0,0.0,0.0,430.0,600.0,0.0,operating,operating
P100000120982,Gerdau Fort Smith steel plant,Gerdau Ameristeel Corp,United States,North America,"35.3070550, -94.3729120",42.0,Gerdau SA [98.2%],N/A,Arkansas,Fort Smith,exact,EAF,https://www.gem.wiki/Gerdau_Fort_Smith_steel_plant,35.307055,-94.372912,1984.0,437.0,0.0,0.0,0.0,0.0,EAF / IF (electric),505.0,0.0,0.0,0.0,0.0,0.0,505.0,operating,operating
P100000120049,Gerdau Guaíra Araucária steel plant,Gerdau Acos Longos SA,Brazil,Central & South America,"-25.5640410, -49.4217290",44.0,Gerdau SA [99.8%],N/A,Paraná,Araucária,exact,EAF,https://www.gem.wiki/Gerdau_Guaíra_Araucária_steel_plant,-25.564041,-49.421729,1982.0,300.0,0.0,0.0,0.0,0.0,EAF / IF (electric),0.0,0.0,420.0,120.0,,,,mothballed,mothballed; retired
P100001044952,Gerdau Jackson steel mill,Gerdau Ameristeel Corp,United States,North America,"35.7277220, -88.8088420",45.0,Gerdau SA [98.2%],N/A,Tennessee,Jackson,exact,EAF,https://www.gem.wiki/Gerdau_Jackson_steel_mill,35.727722,-88.808842,1981.0,549.0,0.0,0.0,0.0,0.0,EAF / IF (electric),629.0,0.0,0.0,0.0,0.0,0.0,629.0,operating,operating
P100000120931,Gerdau Midlothian Steel Mill,Gerdau Ameristeel Corp,United States,North America,"32.4575440, -97.0342460",56.0,Gerdau SA [98.2%],N/A,Texas,Midlothian,exact,EAF,https://www.gem.wiki/Gerdau_Midlothian_Steel_Mill,32.457544,-97.034246,1970.0,1228.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1500.0,150.0,0.0,0.0,0.0,0.0,1500.0,operating,operating; construction
P100000120983,Gerdau Monroe steel plant,Gerdau Ameristeel Corp,United States,North America,"41.8942290, -83.3586970",46.0,Gerdau SA [98.2%],N/A,Michigan,Monroe,exact,EAF,https://www.gem.wiki/Gerdau_Monroe_steel_plant,41.894229,-83.358697,1980.0,637.0,0.0,0.0,0.0,0.0,EAF / IF (electric),730.0,0.0,0.0,0.0,0.0,0.0,730.0,operating,operating
P100000120932,Gerdau Petersburg Steel Mill,Gerdau Ameristeel Corp,United States,North America,"37.1811680, -77.4495170",28.0,Gerdau SA [98.2%],N/A,Virginia,Petersburg,exact,EAF,https://www.gem.wiki/Gerdau_Petersburg_Steel_Mill,37.181168,-77.449517,1998.0,717.0,0.0,0.0,0.0,0.0,EAF / IF (electric),821.0,0.0,0.0,0.0,0.0,0.0,821.0,operating,operating
P100000120055,Gerdau Pindamonhangaba steel plant,Gerdau SA,Brazil,Central & South America,"-22.8991800, -45.3477260",46.0,Gerdau SA [100.0%],N/A,São Paulo,Pindamonhangaba,exact,EAF,https://www.gem.wiki/Gerdau_Pindamonhangaba_steel_plant,-22.89918,-45.347726,1980.0,2500.0,0.0,0.0,0.0,0.0,EAF / IF (electric),530.0,0.0,0.0,0.0,0.0,0.0,530.0,operating,operating
P100000120981,Gerdau Saint Paul steel plant,Gerdau Ameristeel Corp,United States,North America,"44.8954420, -93.0107160",61.0,Gerdau SA [98.2%],N/A,Minnesota,Saint Paul,exact,EAF,https://www.gem.wiki/Gerdau_Saint_Paul_steel_plant,44.895442,-93.010716,1965.0,78.0,0.0,0.0,0.0,0.0,EAF / IF (electric),0.0,0.0,502.0,0.0,,,,mothballed,mothballed
P100000120048,Gerdau São Paulo Araçariguama steel plant,Gerdau Acos Longos SA,Brazil,Central & South America,"-23.4386400, -47.0882500",20.0,Gerdau SA [99.8%],N/A,São Paulo,Araçariguama,exact,EAF,https://www.gem.wiki/Gerdau_São_Paulo_Araçariguama_steel_plant,-23.43864,-47.08825,2006.0,370.0,0.0,0.0,0.0,0.0,EAF / IF (electric),950.0,0.0,0.0,0.0,0.0,0.0,950.0,operating,operating
P100000120769,Gerdau Siderperu Chimbote steel plant,Empresa Siderurgica del Peru SAA,Peru,Central & South America,"-9.0596930, -78.6011780",68.0,Empresa Siderurgica del Peru SAA [100.0%],N/A,Áncash,Chimbote,exact,EAF; BF; DRI,https://www.gem.wiki/Gerdau_Siderperu_Chimbote_steel_plant,-9.059693,-78.601178,1958.0,791.0,,,,,EAF / IF (electric),750.0,0.0,0.0,0.0,0.0,0.0,750.0,operating,operating; mothballed
P100000120009,Gerdau Sipar Pérez steel plant,Sipar Aceros SA,Argentina,Central & South America,"-32.9912336, -60.7588733",9.0,Gerdau SA [98.1%],N/A,Santa Fe,Pérez,exact,EAF,https://www.gem.wiki/Gerdau_Sipar_Pérez_steel_plant,-32.9912336,-60.7588733,2017.0,716.0,0.0,0.0,0.0,0.0,EAF / IF (electric),650.0,0.0,0.0,0.0,0.0,0.0,650.0,operating,operating
P100000120062,Gerdau Whitby Steel Mill,Gerdau Ameristeel Corp,Canada,North America,"43.8564610, -78.9089970",62.0,Gerdau SA [98.2%],N/A,Ontario,Whitby,exact,EAF,https://www.gem.wiki/Gerdau_Whitby_Steel_Mill,43.856461,-78.908997,1964.0,600.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1200.0,0.0,0.0,0.0,0.0,0.0,1200.0,operating,operating
P100000120796,GFG Liberty Galati steel plant,Liberty Galati SA,Romania,Europe,"45.4341190, 27.9762440",58.0,GFG Alliance Ltd,N/A,Galați County,Galati,exact,DRI; EAF; BF; BOF,https://www.gem.wiki/GFG_Liberty_Galati_steel_plant,45.434119,27.976244,1968.0,5600.0,,0.0,0.0,0.0,Mixed (BF-BOF + electric),0.0,4100.0,3000.0,0.0,,,,announced,announced; mothballed pre-retirement
P100000120014,GFG Liberty Laverton Steel Mill,Infrabuild Australia Pty Ltd,Australia,Asia Pacific,"-37.8313790, 144.7881690",34.0,GFG Alliance Ltd,N/A,Victoria,Laverton,exact,EAF,https://www.gem.wiki/GFG_Liberty_Laverton_Steel_Mill,-37.831379,144.788169,1992.0,,0.0,0.0,0.0,0.0,EAF / IF (electric),780.0,0.0,0.0,0.0,0.0,0.0,780.0,operating,operating
P100000120013,GFG Liberty Steel Australia Whyalla steel plant,GFG Alliance Ltd,Australia,Asia Pacific,"-33.0093810, 137.5878360",85.0,GFG Alliance Ltd [100.0%],N/A,South Australia,Whyalla,exact,DRI; EAF; BF; BOF,https://www.gem.wiki/GFG_Liberty_Steel_Australia_Whyalla_steel_plant,-33.009381,137.587836,1941.0,1500.0,,,,,BF-BOF (coal-based),1200.0,1500.0,0.0,0.0,1200.0,1200.0,0.0,operating pre-retirement,operating pre-retirement; announced
P100000120486,GFG Liberty Steel Newport plant,Liberty Steel Group,United Kingdom,Europe,"51.5572890, -2.9627040",,GFG Alliance Ltd,N/A,Wales,Newport,exact,EAF,https://www.gem.wiki/GFG_Liberty_Steel_Newport_plant,51.557289,-2.962704,,180.0,,,,,EAF / IF (electric),0.0,0.0,2000.0,0.0,,,,mothballed,mothballed
P100000120485,GFG Liberty Steel Rotherham plant,Liberty Steel Group,United Kingdom,Europe,"53.4507120, -1.3230250",,GFG Alliance Ltd,N/A,England,Rotherham,exact,EAF,https://www.gem.wiki/GFG_Liberty_Steel_Rotherham_plant,53.450712,-1.323025,,650.0,0.0,0.0,0.0,0.0,EAF / IF (electric),0.0,780.0,1220.0,0.0,,,,announced,announced; mothballed
P100000120015,GFG Liberty Sydney Steel Mill,Infrabuild Australia Pty Ltd,Australia,Asia Pacific,"-33.7660100, 150.8498190",44.0,GFG Alliance Ltd,N/A,New South Wales,Rooty Hill,exact,EAF,https://www.gem.wiki/GFG_Liberty_Sydney_Steel_Mill,-33.76601,150.849819,1982.0,,0.0,0.0,0.0,0.0,EAF / IF (electric),750.0,0.0,0.0,0.0,0.0,0.0,750.0,operating,operating
P100000120587,Ghadir Iron and Steel Plant Yazd,Iranian Ghadir Iron & Steel Co,Iran,Middle East,"32.3912000, 53.7496000",14.84,Chadormalu Mining & Industrial Co; Ghadir Investment Company PJSC; Iran Alloy Steel Co; Shahrood Steel Co,Partial,Yazd,Ardakan,exact,DRI,https://www.gem.wiki/Ghadir_Iron_and_Steel_Plant_Yazd,32.3912,53.7496,2011.0,,,0.0,,0.0,DRI (ironmaking only),0.0,0.0,0.0,0.0,1200.0,0.0,0.0,operating,operating
P100000120603,Ghaenat Steel Complex South Khorasan,Ghaenat Steel Complex,Iran,Middle East,"33.9269090, 59.0078520",4.0,Iranian Mines & Mining Industries Development & Renovation Organization [100.0%],Full,South Khorasan,Qaen,exact,DRI; EAF,https://www.gem.wiki/Ghaenat_Steel_Complex_South_Khorasan,33.926909,59.007852,2022.0,1400.0,,0.0,,0.0,DRI-EAF,800.0,0.0,0.0,0.0,800.0,0.0,800.0,operating,operating
P100000120798,GLGH Resita steel plant,GLGH Steel LLC,Romania,Europe,"45.2934920, 21.9024100",255.0,Great Lakes Global Holdings [100.0%],N/A,Caras-Severin,Resita,exact,EAF,https://www.gem.wiki/GLGH_Resita_steel_plant,45.293492,21.90241,1771.0,732.0,0.0,0.0,0.0,0.0,EAF / IF (electric),500.0,0.0,0.0,0.0,0.0,0.0,500.0,operating,operating
P100000121216,Godawari Power and Ispat Sarora steel plant,Godawari Power and Ispat Ltd,India,Asia Pacific,"21.5650320, 81.7394470",,Godawari Power and Ispat Ltd [100.0%],N/A,Chhattisgarh,Sarora,exact,BF; BOF,https://www.gem.wiki/Godawari_Power_and_Ispat_Sarora_steel_plant,21.565032,81.739447,2028.0,5816.0,1200.0,800.0,3000.0,0.0,BF-BOF (coal-based),0.0,2200.0,0.0,0.0,,,,announced,announced
P100000120557,Godawari Power and Ispat Siltara steel plant,Godawari Power and Ispat Ltd,India,Asia Pacific,"21.3762140, 81.6818880",25.0,Godawari Power and Ispat Ltd [100.0%],N/A,Chhattisgarh,Raipur,exact,BF; DRI; IF,https://www.gem.wiki/Godawari_Power_and_Ispat_Siltara_steel_plant,21.376214,81.681888,2001.0,3442.0,0.0,0.0,2100.0,0.0,Mixed (BF-BOF + electric),659.0,0.0,0.0,0.0,584.0,0.0,0.0,operating,operating
P100000120676,Godo Steel Funabashi Works,Godo Steel Ltd,Japan,Asia Pacific,"35.6975410, 139.9641040",51.0,Godo Steel Ltd [100.0%],N/A,Chiba,Funabashi,exact,EAF,https://www.gem.wiki/Godo_Steel_Funabashi_Works,35.697541,139.964104,1975.0,241.0,0.0,0.0,0.0,0.0,EAF / IF (electric),700.0,0.0,0.0,0.0,0.0,0.0,700.0,operating,operating
P100000120675,Godo Steel Himeji Works,Godo Steel Ltd,Japan,Asia Pacific,"34.7830570, 134.6694110",48.0,Godo Steel Ltd [100.0%],N/A,Hyogo,Himeji,exact,EAF,https://www.gem.wiki/Godo_Steel_Himeji_Works,34.783057,134.669411,1978.0,241.0,0.0,0.0,0.0,0.0,EAF / IF (electric),500.0,0.0,0.0,0.0,0.0,0.0,500.0,operating,operating
P100000120674,Godo Steel Osaka Works,Godo Steel Ltd,Japan,Asia Pacific,"34.6930450, 135.4285370",89.0,Godo Steel Ltd [100.0%],N/A,Osaka,Nishijima,exact,EAF,https://www.gem.wiki/Godo_Steel_Osaka_Works,34.693045,135.428537,1937.0,241.0,0.0,0.0,0.0,0.0,EAF / IF (electric),500.0,0.0,0.0,0.0,0.0,0.0,500.0,operating,operating
P100001063277,Gohar Zamin Bardsir steel plant,Gohar Zamin Mining and Industrial Company,Iran,Middle East,"29.953217, 56.699701",0.3,Gohar Zamin Mining and Industrial Company [100.0%],N/A,Kerman,Bardsir,exact,DRI; EAF,https://www.gem.wiki/Gohar_Zamin_Bardsir_steel_plant,29.953217,56.699701,2025.0,,,0.0,,0.0,DRI (ironmaking only),0.0,4720.0,0.0,0.0,3440.0,0.0,0.0,operating,operating; announced
